# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 22:00:38 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_instrument,pl_pelink,st_age,st_ageerr1,st_ageerr2,st_agelim
CoRoT-14 b,1,1.51214000,0.00013000,-0.00013000,0,1340.00,110.00,-110.00,0,6035.00,100.00,-100.00,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,1952,66,-66,0,12.220,0.780,-0.780,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-14_b/,4.200,3.800,-3.800,
CoRoT-16 b,1,5.35227000,0.00020000,-0.00020000,0,840.00,90.00,-90.00,0,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,,,,,13.110,1.790,-1.570,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-16_b/,6.730,2.800,-2.800,
CoRoT-17 b,1,3.76810000,0.00030000,-0.00030000,0,920.00,50.00,-50.00,0,5740.00,80.00,-80.00,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,1626,31,-31,0,11.430,0.780,-0.780,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-17_b/,10.700,1.000,-1.000,
CoRoT-18 b,1,1.90006930,0.00000280,-0.00000280,0,870.00,90.00,-90.00,0,5440.00,100.00,-100.00,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,1550,90,-90,0,14.680,2.020,-2.020,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-18_b/,,,,
CoRoT-19 b,1,3.89713000,0.00002000,-0.00002000,0,770.00,160.00,-160.00,0,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2000,150,-150,0,14.460,0.340,-0.340,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-19_b/,5.000,1.000,-1.000,
CoRoT-2 b,1,1.74299350,0.00000100,-0.00000100,0,200.00,,,0,5625.00,120.00,-120.00,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,,,,,16.432,0.471,-0.493,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-2_b/,2.700,3.200,-2.700,
CoRoT-20 b,2,9.24285000,0.00030000,-0.00030000,0,864.31,24.46,-24.46,0,,,,0,1.14,0.08,-0.08,0,,,,0,,,,0,,,,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-20_b/,,,,0
CoRoT-20 c,2,1675.00000000,19.00000000,-17.00000000,0,864.31,24.46,-24.46,0,,,,0,1.14,0.08,-0.08,0,,,,0,,,,0,,,,0,Multiple Telescopes,Multiple Instuments,http://exoplanet.eu/catalog/corot-20_c/,,,,0
CoRoT-21 b,1,2.72474000,0.00014000,-0.00014000,0,1398.83,286.45,-286.45,0,6200.00,100.00,-100.00,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,,,,0,14.572,1.569,-1.569,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-21_b/,4.100,0.100,-0.500,0
CoRoT-22 b,1,9.75598000,0.00011000,-0.00011000,0,592.00,25.00,-42.00,0,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,885,53,-280,0,4.880,0.170,-0.390,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-22_b/,3.300,2.000,-2.000,
CoRoT-23 b,1,3.63130000,0.00010000,-0.00010000,0,600.00,50.00,-50.00,0,5900.00,100.00,-100.00,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,1660,,,0,11.770,1.460,-1.460,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-23_b/,7.200,1.500,-1.000,
CoRoT-24 b,2,5.11340000,0.00060000,-0.00060000,0,600.00,70.00,-70.00,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,1070,140,-140,0,3.700,0.400,-0.400,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-24_b/,11.000,,,
CoRoT-24 c,2,11.75900000,0.00630000,-0.00630000,0,600.00,70.00,-70.00,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,850,80,-80,0,5.000,0.500,-0.500,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-24_c/,11.000,,,
CoRoT-25 b,1,4.86069000,0.00006000,-0.00006000,0,1000.00,85.00,-25.00,0,6040.00,90.00,-90.00,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,1330,80,-40,0,12.110,3.400,-1.120,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-25_b/,4.500,1.800,-2.000,
CoRoT-26 b,1,4.20474000,0.00005000,-0.00005000,0,1670.00,205.00,-110.00,0,5590.00,100.00,-100.00,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,1600,80,-70,0,14.120,1.460,-0.780,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-26_b/,8.600,1.800,-0.900,
CoRoT-27 b,1,3.57532000,0.00006000,-0.00006000,0,1035.15,66.44,-66.44,0,5900.00,120.00,-120.00,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,1500,130,-130,0,11.287,0.493,-0.493,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-27_b/,4.210,2.720,-2.720,
CoRoT-28 b,1,5.20851000,0.00038000,-0.00038000,0,560.00,70.00,-70.00,0,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,,,,,10.705,0.740,-0.740,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-28_b/,12.000,1.500,-1.500,
CoRoT-29 b,1,2.85057000,0.00000600,-0.00000600,0,765.00,50.00,-50.00,0,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,0.90,0.12,-0.12,0,,,,,10.088,1.793,-1.793,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-29_b/,4.500,3.500,-3.500,
CoRoT-3 b,1,4.25680000,0.00000500,-0.00000500,0,680.00,160.00,-160.00,0,6740.00,140.00,-140.00,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,,,,,11.320,0.780,-0.780,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-3_b/,2.200,0.600,-0.600,
CoRoT-4 b,1,9.20205000,0.00037000,-0.00037000,0,741.60,15.39,-15.39,0,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,1074,19,-19,0,13.340,0.670,-0.560,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-4_b/,1.000,1.000,-0.300,
CoRoT-5 b,1,4.03789620,0.00000190,-0.00000190,0,904.65,26.70,-26.70,0,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,1.19,0.04,-0.04,0,1438,39,-39,0,15.558,0.516,-0.527,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-5_b/,6.900,1.400,-1.400,
CoRoT-6 b,1,8.88659300,0.00000400,-0.00000400,0,657.24,12.58,-12.58,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,1017,19,-19,0,13.068,0.392,-0.392,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-6_b/,,,,
CoRoT-7 b,2,0.85359163,0.00000001,-0.00000001,0,160.64,0.91,-0.91,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,,,,0,1.681,0.112,-0.112,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-7_b/,,,,0
CoRoT-7 c,2,3.69800000,0.00300000,-0.00300000,0,160.64,0.91,-0.91,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,,,,,,,,,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-7_c/,,,,0
CoRoT-8 b,1,6.21229000,0.00003000,-0.00003000,0,380.00,30.00,-30.00,0,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,,,,,6.390,0.220,-0.220,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-8_b/,3.000,,,
CoRoT-9 b,1,95.27265600,0.00006800,-0.00006800,0,417.89,4.75,-4.75,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,420,16,-16,0,11.949,0.841,-0.706,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-9_b/,6.000,3.000,-3.000,
CoRoTID 223977153 b,1,6.71837000,0.00001000,-0.00001000,0,586.20,10.70,-10.70,0,5970.00,100.00,-100.00,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,938,65,-52,0,6.389,0.673,-0.560,0,0.27 m CoRoT Telescope,CoRoT CCD Array,http://exoplanet.eu/catalog/corot-32_b/,,,,
DE CVn b,1,4098.10000000,131.50000000,-131.50000000,0,30.55,0.03,-0.03,0,,,,0,0.51,,,0,,,,0,,,,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/de_cvn_b/,,,,0
DENIS-P J082303.1-491201 b,1,246.36000000,1.38000000,-1.35000000,0,20.77,0.08,-0.08,0,,,,,0.07,0.01,-0.01,0,,,,,,,,,,,,,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,,1.000,,,
DH Tau b,1,,,,,140.00,15.00,-15.00,0,,,,,0.33,,,0,0.27,0.07,-0.07,0,,,,,,,,,8.2 m Subaru Telescope,CIAO Camera,http://exoplanet.eu/catalog/dh_tau_b/,0.001,,,
DMPP-1 b,4,18.57000000,0.01000000,-0.01000000,0,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,877,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_38677_b/,2.010,0.540,-0.540,0
DMPP-1 c,4,6.58400000,0.00300000,-0.00200000,0,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,1239,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_38677_c/,2.010,0.540,-0.540,0
DMPP-1 d,4,2.88200000,0.00100000,-0.00100000,0,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,1632,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_38677_d/,2.010,0.540,-0.540,0
DMPP-1 e,4,5.51600000,0.00200000,-0.00400000,0,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,1314,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_38677_e/,2.010,0.540,-0.540,0
DMPP-2 b,1,5.20720000,0.00020000,-0.00550000,0,134.00,4.00,-4.00,0,6500.00,100.00,-100.00,0,1.44,0.03,-0.03,0,1.78,0.09,-0.09,0,1000,,,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/hd_11231_b/,2.000,0.300,-0.300,0
DMPP-3 A b,1,6.67320000,0.00110000,-0.00030000,0,48.90,0.60,-0.60,0,5138.00,99.00,-99.00,0,0.87,0.05,-0.05,0,0.91,0.02,-0.02,0,854,,,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/hd_42936_b/,10.900,4.700,-4.700,0
DP Leo b,1,10220.00000000,730.00000000,-730.00000000,0,305.06,28.94,-28.94,0,13500.00,500.00,-500.00,0,,,,0,0.01,,,0,,,,,,,,,2.4 m Lijiang Station Telescope,6K CCD Mosaic,http://exoplanet.eu/catalog/dp_leo_(ab)_b/,,,,0
DS Tuc A b,1,8.13826800,0.00001100,-0.00001100,0,44.12,0.07,-0.07,0,5428.00,80.00,-80.00,0,1.01,0.06,-0.06,0,0.96,0.03,-0.03,0,850,,,0,5.700,0.170,-0.170,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/ds_tuc_a_b/,0.045,0.004,-0.004,0
EPIC 201238110 b,1,28.16560000,0.00270000,-0.00280000,0,159.98,1.40,-1.40,0,,,,0,0.41,0.11,-0.05,0,,,,0,,,,0,1.870,0.200,-0.450,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 201497682 b,1,2.13174000,0.00022000,-0.00022000,0,254.88,1.68,-1.68,0,,,,0,0.78,0.09,-0.17,0,,,,0,,,,0,0.692,0.059,-0.048,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 201615463 c,2,3.80464000,0.00091000,-0.00105000,0,481.00,9.70,-8.90,0,,,,0,1.07,0.03,-0.03,0,,,,0,,,,0,1.220,0.210,-0.170,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 201754305 d,3,2.71578000,0.00031000,-0.00031000,0,338.19,4.23,-4.23,0,,,,0,0.67,0.03,-0.04,0,,,,0,,,,0,1.030,0.085,-0.086,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 201833600 c,2,3.96151000,0.00046000,-0.00051000,0,259.33,3.26,-3.26,0,,,,0,0.61,0.06,-0.06,0,,,,0,,,,0,1.000,0.120,-0.110,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 201841433 b,1,4.16959000,0.00051000,-0.00053000,0,441.94,8.17,-8.17,0,,,,0,0.80,0.08,-0.16,0,,,,0,,,,0,1.100,0.140,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 205950854 c,2,8.05072200,0.00007500,-0.00003800,0,245.56,4.19,-4.19,0,5502.70,101.00,-50.50,0,0.88,0.06,-0.03,0,0.83,0.09,-0.04,0,961,21,-10,0,1.310,0.144,-0.063,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 206024342 b,1,4.50756000,0.00062000,-0.00060000,0,373.81,4.99,-4.99,0,,,,0,0.93,0.08,-0.10,0,,,,0,,,,0,1.700,0.590,-0.310,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 206032309 b,1,2.87814000,0.00023000,-0.00026000,0,162.09,1.80,-1.80,0,,,,0,0.22,0.04,-0.06,0,,,,0,,,,0,1.010,0.240,-0.130,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 206042996 b,1,5.29711000,0.00074000,-0.00070000,0,457.27,13.79,-13.79,0,,,,0,0.56,0.05,-0.05,0,,,,0,,,,0,1.620,0.170,-0.190,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 206215704 b,1,2.25372000,0.00047000,-0.00047000,0,110.22,1.08,-1.08,0,,,,0,0.41,0.10,-0.08,0,,,,0,,,,0,0.900,0.190,-0.200,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 206317286 b,1,1.58252000,0.00017000,-0.00018000,0,317.20,2.94,-2.94,0,,,,0,0.71,0.09,-0.03,0,,,,0,,,,0,0.960,0.110,-0.150,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 211822797 b,1,21.16986100,0.00172500,-0.00169500,0,187.19,1.37,-1.37,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,,,,0,1.980,0.110,-0.110,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_211822797_b/,,,,
EPIC 211945201 b,1,19.49221000,0.00066600,-0.00065300,0,182.69,1.29,-1.29,0,6069.00,90.00,-90.00,0,1.17,0.04,-0.04,0,1.39,0.02,-0.02,0,817,15,-14,0,5.760,0.300,-0.300,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic__211945201_b/,,,,0
EPIC 212297394 b,1,2.28943000,0.00019000,-0.00019000,0,423.35,7.34,-7.34,0,,,,0,0.83,0.09,-0.12,0,,,,0,,,,0,1.323,0.081,-0.095,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 212424622 b,1,18.09830000,0.00600000,-0.00580000,0,622.67,10.40,-10.40,0,,,,0,1.11,0.14,-0.12,0,,,,0,,,,0,2.170,0.670,-0.420,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 212499991 b,1,34.88500000,0.01100000,-0.01000000,0,285.61,2.05,-2.05,0,,,,0,0.91,0.04,-0.16,0,,,,0,,,,0,1.600,0.130,-0.160,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 212587672 b,1,15.28410000,0.00370000,-0.00290000,0,322.88,6.33,-6.33,0,,,,0,0.95,0.04,-0.04,0,,,,0,,,,0,1.120,0.120,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 212737443 b,2,13.60300000,0.00130000,-0.00130000,0,347.45,12.01,-12.01,0,4684.00,79.00,-79.00,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,536,18,-18,0,2.586,0.126,-0.126,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_212737443_b/,,,,0
EPIC 212737443 c,2,65.55000000,0.00890000,-0.00890000,0,347.45,12.01,-12.01,0,4684.00,79.00,-79.00,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,316,10,-10,0,2.690,0.146,-0.146,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_212737443_c/,,,,0
EPIC 220554210 c,2,0.70531000,0.00005000,-0.00005000,0,502.28,7.77,-7.77,0,,,,0,0.94,0.04,-0.04,0,,,,0,,,,0,1.480,0.130,-0.100,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 220674823 b,2,0.57133100,0.00002000,-0.00002100,0,246.10,2.97,-2.97,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,2119,41,-41,0,1.820,0.100,-0.100,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-106_b/,,,,0
EPIC 220674823 c,2,13.33907900,0.00194000,-0.00185900,0,246.10,2.97,-2.97,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,741,14,-14,0,2.730,0.180,-0.180,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/k2-106_c/,,,,0
EPIC 246851721 b,1,6.18023500,0.00001400,-0.00001400,0,336.70,8.40,-8.00,0,6202.00,52.00,-50.00,0,1.32,0.04,-0.04,0,1.59,0.03,-0.03,0,1401,16,-16,0,11.781,0.493,-0.493,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_246851721_b/,3.020,0.440,-0.460,0
EPIC 248847494 b,1,3650.00000000,1280.00000000,-1130.00000000,0,560.00,13.00,-13.00,0,4898.00,68.00,-68.00,0,0.90,0.09,-0.09,0,2.70,0.12,-0.12,0,183,25,-18,0,12.442,0.785,-0.785,0,0.95 m Kepler Telescope,Kepler CCD Array,,,,,0
EPIC 249893012 b,3,3.59510000,0.00030000,-0.00030000,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,1616,149,-79,0,1.950,0.090,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_249893012_b/,9.000,0.500,-0.600,0
EPIC 249893012 c,3,15.62400000,0.00100000,-0.00100000,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,990,92,-49,0,3.670,0.170,-0.140,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_249893012_c/,9.000,0.500,-0.600,0
EPIC 249893012 d,3,35.74700000,0.00500000,-0.00500000,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,752,69,-37,0,3.940,0.130,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/epic_249893012_d/,9.000,0.500,-0.600,0
FU Tau b,1,,,,,140.00,,,0,2838.00,,,0,0.05,,,0,,,,,2375,,,0,,,,,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera,http://exoplanet.eu/catalog/fu_tau_b/,0.001,,,
Fomalhaut b,1,555530.00000000,184690.00000000,-353320.00000000,0,7.70,,,0,,,,0,1.92,,,0,,,,0,,,,,,,,,2.4 m Hubble Space Telescope,ACS Camera,http://exoplanet.eu/catalog/fomalhaut_b/,,,,0
G 9-40 b,1,5.74600700,0.00000600,-0.00000600,0,27.93,0.04,-0.04,0,3348.00,32.00,-32.00,0,0.29,0.02,-0.02,0,0.31,0.01,-0.01,0,456,35,-40,0,2.025,0.096,-0.097,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/g_9-40_b/,9.900,2.600,-4.100,0
GJ 1132 b,2,1.62893100,0.00002700,-0.00002700,0,12.62,0.01,-0.01,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,529,9,-9,0,,,,0,MEarth-South telescope array,Apogee CCD Sensor,http://exoplanet.eu/catalog/gj_1132_b/,,,,0
GJ 1132 c,2,8.92900000,0.01000000,-0.01000000,0,12.62,0.01,-0.01,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,300,5,-5,0,,,,0,3.6 m ESO Telescope,HARPS Spectrograph,http://exoplanet.eu/catalog/gj_1132_c/,,,,0
GJ 1148 b,2,41.38000000,0.00200000,-0.00100000,0,11.02,0.01,-0.01,0,3264.00,,,0,0.35,,,0,0.40,,,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/hip_57050_b/,,,,
GJ 1148 c,2,532.58000000,4.14000000,-2.52000000,0,11.02,0.01,-0.01,0,3264.00,,,0,0.35,,,0,0.40,,,0,,,,0,,,,0,3.5 m telescope,CARMENES,,,,,
GJ 1214 b,1,1.58040456,0.00000016,-0.00000016,0,14.65,0.04,-0.04,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,,,,,2.847,0.202,-0.202,0,0.4 m MEarth Telescope,Apogee CCD Sensor,http://exoplanet.eu/catalog/gj_1214_b/,,,,
GJ 1252 b,1,0.51823490,0.00000630,-0.00000500,0,20.38,0.02,-0.02,0,3458.00,140.00,-133.00,0,0.38,0.02,-0.02,0,0.39,0.02,-0.02,0,1089,69,-69,0,1.193,0.074,-0.074,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/gj_1252_b/,,,,0
GJ 1265 b,1,3.65110000,0.00120000,-0.00120000,0,10.26,0.01,-0.01,0,3236.00,51.00,-51.00,0,0.18,0.02,-0.02,0,0.19,0.01,-0.01,0,,,,0,,,,0,3.5 m telescope,CARMENES,http://exoplanet.eu/catalog/gj_1265_b/,,,,0
GJ 143 b,2,35.61253000,0.00060000,-0.00062000,0,16.33,0.01,-0.01,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,422,15,-14,0,2.610,0.170,-0.160,0,0.1 m TESS Telescope,TESS CCD Array,http://exoplanet.eu/catalog/gj_143_b/,3.800,3.700,-3.700,0
GJ 15 A b,2,11.44070000,0.00170000,-0.00160000,0,3.56,0.00,0.00,0,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,,,,0,,,,0,10 m Keck I Telescope,HIRES Spectrometer,http://exoplanet.eu/catalog/gj_15a_b/,,,,0
GJ 15 A c,2,7600.00000000,2200.00000000,-1700.00000000,0,3.56,0.00,0.00,0,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,,,,0,,,,0,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,,,,,0
GJ 160.2 b,1,5.23540000,0.00270000,-0.00650000,0,25.88,0.04,-0.04,0,4347.00,,,0,0.69,,,0,,,,0,,,,0,,,,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/gj_160.2_b/,,,,0
